gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
-1.8642,3.581,-0.1529,3.6943,-4.2832,6.0908,-1.0,1.0,1.0
-1.2633,1.0698,-0.1271,0.0814,-4.9728,7.0557,1.0,1.0,1.0
-1.5735,1.7493,0.0208,-0.8284,-5.2505,7.4723,1.0,1.0,1.0
0.0112,1.4328,-0.4458,-1.2258,-6.4955,6.5003,1.0,1.0,1.0
-0.655,1.7323,-0.5073,-2.8012,-6.3279,5.7078,1.0,1.0,1.0
0.5281,1.8287,-1.1628,-3.948,-5.624,7.0892,1.0,1.0,1.0
2.7853,2.9905,-4.3226,-5.4205,-3.4309,6.675,1.0,1.0,1.0
1.092,0.2579,-1.9838,-8.3462,2.0375,7.7428,1.0,-1.0,1.0
1.0384,0.1156,-1.0784,-8.5497,4.0582,5.8802,1.0,-1.0,1.0
2.2977,1.3027,-1.8794,-7.8362,4.5873,3.1867,1.0,-1.0,1.0
0.5641,-0.4173,-1.6438,-6.7756,5.0494,0.7757,1.0,-1.0,1.0
1.6497,-0.923,-2.9199,-4.5753,5.1787,0.8499,1.0,-1.0,1.0
-0.0048,-1.1074,-2.5109,-3.1843,11.0899,1.7047,1.0,-1.0,1.0
-0.1676,-0.7714,-2.2633,-1.1061,10.5297,0.0287,1.0,-1.0,1.0
-1.3598,-1.8642,-2.0813,2.2386,8.7029,4.695,-1.0,-1.0,1.0
-0.6995,-0.5449,-1.1961,4.7309,10.4124,3.6607,-1.0,-1.0,1.0
-1.2769,-0.6209,-1.2438,4.9967,7.2353,3.8882,-1.0,-1.0,1.0
-0.8796,-0.3064,-1.1357,6.4165,6.3207,4.2904,-1.0,-1.0,1.0
-0.9824,-0.1295,-0.4636,6.5864,5.9185,4.2497,-1.0,-1.0,1.0
-2.3958,-0.3954,0.0325,7.2089,5.0398,5.715,-1.0,-1.0,1.0
-1.0168,-0.2542,-1.088,7.2401,2.6695,5.873,-1.0,-1.0,1.0
-0.7594,-0.2467,-0.777,7.5824,1.2665,5.8011,-1.0,1.0,1.0
